"munA","munB","cdA","cdB","vias","vdm","od","ibge","z_vias","z_vdm","z_od","z_ibge","n_fontes","peso_final"
"Aparecida","Potim","3502507","3540754",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Pindamonhangaba","Potim","3538006","3540754",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Jacareí","São José dos Campos","3524402","3549904",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Caçapava","São José dos Campos","3508504","3549904",11,NA,NA,NA,2.07590515300976,NA,NA,NA,1,0.853678291977146
"Santo Antônio do Pinhal","São Bento do Sapucaí","3548203","3548609",4,NA,NA,70,0.37643475369414,NA,NA,-0.0752305069729479,2,0.495762050259597
"São José do Rio Preto","Ipiguá","3549805","3521150",4,NA,NA,215,0.37643475369414,NA,NA,0.98564393930152,2,0.594370993604463
"Iacanga","Arealva","3519105","3503406",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Bauru","Arealva","3506003","3503406",5,NA,NA,57,0.730359543590107,NA,NA,-0.268065494481958,2,0.510735448151115
"Murutinga do Sul","Andradina","3532108","3502101",4,NA,NA,56,0.37643475369414,NA,NA,-0.284648704787423,2,0.476296497784287
"Pereira Barreto","Andradina","3537404","3502101",5,NA,NA,96,0.730359543590107,NA,NA,0.222294442833268,2,0.556314711038552
"Nova Independência","Andradina","3533205","3502101",4,NA,NA,56,0.37643475369414,NA,NA,-0.284648704787423,2,0.476296497784287
"Castilho","Andradina","3511003","3502101",6,NA,NA,294,1.02959868968757,NA,NA,1.28285027087869,2,0.682708504419826
"Marília","Ocauçu","3529005","3533700",6,NA,NA,84,1.02959868968757,NA,NA,0.0963741035489583,2,0.572424802540574
"Campos Novos Paulista","Ocauçu","3509809","3533700",7,NA,NA,26,1.28881142848927,NA,NA,-0.997125526352097,2,0.494877314176907
"Lupércio","Ocauçu","3527801","3533700",5,NA,NA,70,0.730359543590107,NA,NA,-0.0752305069729479,2,0.528659580855942
"Promissão","Ubarana","3541604","3555356",3,NA,NA,28,-0.0567341809303825,NA,NA,-0.92898864969983,2,0.376141373463047
"José Bonifácio","Ubarana","3525706","3555356",6,NA,NA,80,1.02959868968757,NA,NA,0.0504128905265393,2,0.568152679041978
"Mairiporã","Nazaré Paulista","3528502","3532405",5,NA,NA,24,0.730359543590107,NA,NA,-1.07050869166405,2,0.43614785105489
"Santa Isabel","Nazaré Paulista","3546801","3532405",1,NA,NA,70,-1.40227979035003,NA,NA,-0.0752305069729479,2,0.330429420827065
"Maracaí","Paraguaçu Paulista","3528809","3535507",7,NA,NA,72,1.28881142848927,NA,NA,-0.0487423992879486,2,0.583030119039265
"João Ramalho","Paraguaçu Paulista","3525607","3535507",1,NA,NA,92,-1.40227979035003,NA,NA,0.182140696920267,2,0.354352235211398
"Borá","Paraguaçu Paulista","3507209","3535507",4,NA,NA,44,0.37643475369414,NA,NA,-0.510047900568754,2,0.455345501552044
"Nova Campina","Itapeva","3532827","3522406",5,NA,NA,150,0.730359543590107,NA,NA,0.644288522070728,2,0.595539324655675
"Capão Bonito","Itapeva","3510203","3522406",3,NA,NA,173,-0.0567341809303825,NA,NA,0.779472922396678,2,0.534943945210691
"Buri","Itapeva","3508009","3522406",6,NA,NA,129,1.02959868968757,NA,NA,0.501504715099191,2,0.610081946288282
"Taquarivaí","Itapeva","3553856","3522406",18,NA,NA,197,2.96795481507726,NA,NA,0.902677672637373,2,0.827542637892511
"Paranapanema","Itapeva","3535804","3522406",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São José dos Campos","Joanópolis","3549904","3525508",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Icém","Orindiúva","3519808","3534203",2,NA,NA,38,-0.615186065829541,NA,NA,-0.646496065902024,2,0.350490783816596
"Jacupiranga","Eldorado","3524600","3514809",4,NA,NA,101,0.37643475369414,NA,NA,0.270219632983487,2,0.527871856843275
"Cajati","Eldorado","3509254","3514809",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Registro","Eldorado","3542602","3514809",3,NA,NA,120,-0.0567341809303825,NA,NA,0.433096144312464,2,0.502748007033436
"Taiaçu","Pirangi","3553104","3539004",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Bebedouro","Pirangi","3506102","3539004",3,NA,NA,52,-0.0567341809303825,NA,NA,-0.354025517321105,2,0.429584556249874
"Paraíso","Pirangi","3535705","3539004",4,NA,NA,2,0.37643475369414,NA,NA,-3.09220236010937,2,0.215332629432532
"Vista Alegre do Alto","Pirangi","3556909","3539004",2,NA,NA,69,-0.615186065829541,NA,NA,-0.088755706205417,2,0.402333099109992
"Ariranha","Pirangi","3503703","3539004",1,NA,NA,28,-1.40227979035003,NA,NA,-0.92898864969983,2,0.251072067445597
"Garça","Vera Cruz","3516705","3556602",3,NA,NA,245,-0.0567341809303825,NA,NA,1.10965097024452,2,0.565634201280374
"Marília","Vera Cruz","3529005","3556602",6,NA,NA,247,1.02959868968757,NA,NA,1.11737174569525,2,0.667327171999284
"Ocauçu","Vera Cruz","3533700","3556602",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Barretos","Jaborandi","3505500","3524204",3,NA,NA,28,-0.0567341809303825,NA,NA,-0.92898864969983,2,0.376141373463047
"Morro Agudo","Jaborandi","3531902","3524204",2,NA,NA,28,-0.615186065829541,NA,NA,-0.92898864969983,2,0.324232921457024
"Fernandópolis","Meridiano","3515509","3529609",6,NA,NA,130,1.02959868968757,NA,NA,0.508811345170085,2,0.610761102123577
"Coroados","Birigui","3512506","3506508",8,NA,NA,56,1.5174532681106,NA,NA,-0.284648704787423,2,0.582354882392059
"Tabatinga","Ibitinga","3552700","3519600",6,NA,NA,48,1.02959868968757,NA,NA,-0.428849031182533,2,0.523604983646802
"Itaju","Ibitinga","3522000","3519600",2,NA,NA,28,-0.615186065829541,NA,NA,-0.92898864969983,2,0.324232921457024
"Borborema","Ibitinga","3507407","3519600",4,NA,NA,6,0.37643475369414,NA,NA,-2.28429490408527,2,0.290428132805948
"Boa Esperança do Sul","Ibitinga","3506706","3519600",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Itápolis","Ibitinga","3522703","3519600",3,NA,NA,82,-0.0567341809303825,NA,NA,0.0736703986161562,2,0.46933915915467
"Iacanga","Ibitinga","3519105","3519600",3,NA,NA,72,-0.0567341809303825,NA,NA,-0.0487423992879486,2,0.457960813021815
"Paranapuã","Mesópolis","3535903","3529658",2,NA,NA,27,-0.615186065829541,NA,NA,-0.962448593649524,2,0.321122798738125
"Capão Bonito","Sete Barras","3510203","3551801",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Juquiá","Sete Barras","3526100","3551801",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Registro","Sete Barras","3542602","3551801",5,NA,NA,229,0.730359543590107,NA,NA,1.04552526171258,2,0.632834530573931
"Eldorado","Sete Barras","3514809","3551801",6,NA,NA,19,1.02959868968757,NA,NA,-1.28327842389028,2,0.444185237159753
"São Carlos","Américo Brasiliense","3548906","3501707",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Pindorama","Catanduva","3538105","3511102",9,NA,NA,NA,1.72198036311379,NA,NA,NA,1,0.787883230784456
"Palmares Paulista","Catanduva","3535101","3511102",3,NA,NA,105,-0.0567341809303825,NA,NA,0.306897637896767,2,0.491017776926514
"Catiguá","Catanduva","3511201","3511102",6,NA,NA,219,1.02959868968757,NA,NA,1.00314003675995,2,0.656709263203248
"Paraíso","Catanduva","3535705","3511102",1,NA,NA,48,-1.40227979035003,NA,NA,-0.428849031182533,2,0.297560357817835
"Itajobi","Catanduva","3521903","3511102",2,NA,NA,146,-0.615186065829541,NA,NA,0.618689385696103,2,0.468090562900266
"Juquitiba","São Lourenço da Serra","3526209","3549953",4,NA,1587.1419702582,NA,0.37643475369414,NA,-1.26670449697467,NA,2,0.385013797636908
"Alfredo Marcondes","Presidente Bernardes","3500808","3541208",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Santo Anastácio","Presidente Bernardes","3547700","3541208",8,NA,NA,165,1.5174532681106,NA,NA,0.734593553834029,2,0.677094087854166
"Álvares Machado","Presidente Bernardes","3501301","3541208",11,NA,NA,75,2.07590515300976,NA,NA,-0.0103408112303142,2,0.659760424680361
"Ribeirão dos Índios","Presidente Bernardes","3543238","3541208",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Mogi Mirim","Mogi Guaçu","3530805","3530706",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Leme","Mogi Guaçu","3526704","3530706",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Itapira","Mogi Guaçu","3522604","3530706",3,NA,NA,26,-0.0567341809303825,NA,NA,-0.997125526352097,2,0.369808008159457
"Estiva Gerbi","Mogi Guaçu","3557303","3530706",10,NA,NA,NA,1.90699762577524,NA,NA,NA,1,0.822278171365173
"Aguaí","Mogi Guaçu","3500303","3530706",7,NA,NA,26,1.28881142848927,NA,NA,-0.997125526352097,2,0.494877314176907
"Itaju","Bariri","3522000","3505203",6,NA,NA,29,1.02959868968757,NA,NA,-0.896663162229517,2,0.480121367554116
"Itapuí","Bariri","3522901","3505203",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Bocaina","Bariri","3506805","3505203",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Boracéia","Bariri","3507308","3505203",2,NA,NA,26,-0.615186065829541,NA,NA,-0.997125526352097,2,0.317899556153434
"Ouroeste","Indiaporã","3534757","3520707",1,NA,NA,14,-1.40227979035003,NA,NA,-1.55758631744739,2,0.192643521048508
"Mira Estrela","Indiaporã","3530003","3520707",1,NA,NA,14,-1.40227979035003,NA,NA,-1.55758631744739,2,0.192643521048508
"Itapira","Lindóia","3522604","3527009",2,6890,NA,97,-0.615186065829541,-0.570797800356153,NA,0.23207412403534,3,0.408653922333087
"Nova Canaã Paulista","Três Fronteiras","3532843","3554904",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Santa Rita d'Oeste","Três Fronteiras","3547403","3554904",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Santana da Ponte Pensa","Três Fronteiras","3547205","3554904",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Promissão","Getulina","3541604","3517000",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Alto Alegre","Getulina","3501103","3517000",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Guaimbê","Getulina","3517307","3517000",4,NA,NA,99,0.37643475369414,NA,NA,0.251337618771698,2,0.526116761811827
"Osvaldo Cruz","Rinópolis","3534609","3543808",2,NA,NA,63,-0.615186065829541,NA,NA,-0.174201845680771,2,0.39439082700027
"Iacri","Rinópolis","3519204","3543808",5,NA,NA,77,0.730359543590107,NA,NA,0.0144270893158487,2,0.536993310510687
"Piacatu","Rinópolis","3537701","3543808",1,NA,NA,70,-1.40227979035003,NA,NA,-0.0752305069729479,2,0.330429420827065
"Avaí","Reginópolis","3504305","3542503",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Iacanga","Reginópolis","3519105","3542503",7,NA,NA,27,1.28881142848927,NA,NA,-0.962448593649524,2,0.498100556761598
"Arealva","Reginópolis","3503406","3542503",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Jardinópolis","Brodowski","3525102","3507803",6,NA,NA,NA,1.02959868968757,NA,NA,NA,1,0.659168611542426
"Altinópolis","Brodowski","3501004","3507803",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"São Paulo","Santana de Parnaíba","3550308","3547304",2,NA,46165.7922678983,NA,-0.615186065829541,NA,0.531924431474819,NA,2,0.460025706135007
"Barueri","Santana de Parnaíba","3505708","3547304",5,NA,84454.1992087984,NA,0.730359543590107,NA,0.854297944345909,NA,2,0.615059831814412
"Cajamar","Santana de Parnaíba","3509205","3547304",2,NA,12080.0951524269,NA,-0.615186065829541,NA,-0.183652272585562,NA,2,0.393512403908346
"Nova Castilho","Magda","3532868","3528304",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São João de Iracema","Magda","3549250","3528304",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Pinhalzinho","Pedra Bela","3538204","3536802",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Jacareí","Santa Branca","3524402","3546009",4,NA,NA,441,0.37643475369414,NA,NA,1.6683875103122,2,0.657832435577441
"Aguaí","São João da Boa Vista","3500303","3549102",3,NA,NA,114,-0.0567341809303825,NA,NA,0.384602106494706,2,0.498240455885863
"Águas da Prata","São João da Boa Vista","3500402","3549102",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Jacareí","Guararema","3524402","3518305",9,NA,NA,302,1.72198036311379,NA,NA,1.30836378117882,2,0.749437310781619
"Mogi das Cruzes","Guararema","3530607","3518305",6,NA,5096.359560893,550,1.02959868968757,NA,-0.644249130912697,1.87856500562212,3,0.60805311033462
"Santa Isabel","Guararema","3546801","3518305",4,NA,616.854109273,75,0.37643475369414,NA,-1.77061566284442,-0.0103408112303142,3,0.380730812180661
"Santa Branca","Guararema","3546009","3518305",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Monte Aprazível","Poloni","3531407","3539905",12,NA,NA,128,2.23128501589715,NA,NA,0.494141662615876,2,0.721095041615358
"Nazaré Paulista","Piracaia","3532405","3538600",6,NA,NA,NA,1.02959868968757,NA,NA,NA,1,0.659168611542426
"Joanópolis","Piracaia","3525508","3538600",3,NA,NA,58,-0.0567341809303825,NA,NA,-0.25176577178329,2,0.439089663559801
"Morungaba","Tuiuti","3532009","3554953",1,NA,NA,25,-1.40227979035003,NA,NA,-1.03311132756279,2,0.241393799410806
"Pinhalzinho","Tuiuti","3538204","3554953",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Amparo","Tuiuti","3501905","3554953",2,NA,NA,39,-0.615186065829541,NA,NA,-0.622355268672409,2,0.352734686018855
"Caconde","Tapiratiba","3508702","3553609",5,NA,NA,105,0.730359543590107,NA,NA,0.306897637896767,2,0.564178630937942
"Pereira Barreto","Sud Mennucci","3537404","3552304",4,NA,NA,24,0.37643475369414,NA,NA,-1.07050869166405,2,0.403250320458545
"Santo Antônio do Aracanguá","Sud Mennucci","3548054","3552304",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Marinópolis","Sud Mennucci","3529104","3552304",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"São Bernardo do Campo","Cubatão","3548708","3513504",8,NA,NA,133,1.5174532681106,NA,NA,0.530401185820248,2,0.658114279527521
"Santos","Cubatão","3548500","3513504",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Mogi Mirim","Conchal","3530805","3512209",5,NA,NA,82,0.730359543590107,NA,NA,0.0736703986161562,2,0.542500013166097
"Mogi Guaçu","Conchal","3530706","3512209",2,NA,NA,65,-0.615186065829541,NA,NA,-0.144860744241263,2,0.397118100731563
"Nhandeara","Votuporanga","3532603","3557105",5,NA,NA,17,0.730359543590107,NA,NA,-1.38374078801286,2,0.407032731776522
"Parisi","Votuporanga","3536257","3557105",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Magda","Votuporanga","3528304","3557105",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Pirapozinho","Estrela do Norte","3539202","3515301",2,NA,NA,40,-0.615186065829541,NA,NA,-0.598810601851983,2,0.354923177526707
"Sandovalina","Estrela do Norte","3545506","3515301",4,NA,NA,26,0.37643475369414,NA,NA,-0.997125526352097,2,0.410071331574539
"Pindorama","Santa Adélia","3538105","3545605",4,NA,NA,78,0.37643475369414,NA,NA,0.0265738848988866,2,0.505224832161454
"Itápolis","Santa Adélia","3522703","3545605",2,NA,NA,13,-0.615186065829541,NA,NA,-1.6233717488674,2,0.259689578061484
"Ariranha","Santa Adélia","3503703","3545605",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Itajobi","Santa Adélia","3521903","3545605",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Mirassol","Bálsamo","3530300","3504800",3,NA,NA,242,-0.0567341809303825,NA,NA,1.09795130740517,2,0.564546710301465
"Monte Aprazível","Bálsamo","3531407","3504800",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Atibaia","Campo Limpo Paulista","3504107","3509601",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Dracena","Junqueirópolis","3514403","3526001",6,NA,NA,225,1.02959868968757,NA,NA,1.02879657721987,2,0.659094054686841
"Monte Castelo","Junqueirópolis","3531605","3526001",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Irapuru","Junqueirópolis","3521606","3526001",12,NA,NA,182,2.23128501589715,NA,NA,0.827559273801138,2,0.75208641712356
"Ribeirão dos Índios","Junqueirópolis","3543238","3526001",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Nova Independência","Junqueirópolis","3533205","3526001",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Guaraçaí","Junqueirópolis","3517802","3526001",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Avaí","Gália","3504305","3516606",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Ubirajara","Gália","3555505","3516606",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Garça","Gália","3516705","3516606",14,NA,NA,56,2.50907408763428,NA,NA,-0.284648704787423,2,0.674526657813164
"Presidente Alves","Gália","3541109","3516606",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Aparecida","Roseira","3502507","3544301",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Pindamonhangaba","Roseira","3538006","3544301",5,NA,NA,258,0.730359543590107,NA,NA,1.15875345128658,2,0.643359161617646
"Pinhalzinho","Monte Alegre do Sul","3538204","3531209",3,NA,NA,27,-0.0567341809303825,NA,NA,-0.962448593649524,2,0.373031250744148
"Amparo","Monte Alegre do Sul","3501905","3531209",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Tuiuti","Monte Alegre do Sul","3554953","3531209",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Rincão","Santa Lúcia","3543709","3546900",7,NA,NA,219,1.28881142848927,NA,NA,1.00314003675995,2,0.680803249409181
"Américo Brasiliense","Santa Lúcia","3501707","3546900",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Apiaí","Iporanga","3502705","3521200",4,NA,NA,12,0.37643475369414,NA,NA,-1.69403448278066,2,0.345293208166698
"Barra do Turvo","Iporanga","3505401","3521200",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Eldorado","Iporanga","3514809","3521200",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Bebedouro","Taquaral","3506102","3553658",3,NA,NA,71,-0.0567341809303825,NA,NA,-0.0618944775771156,2,0.456738319118377
"Pitangueiras","Taquaral","3539509","3553658",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Taiúva","Taquaral","3553203","3553658",6,NA,NA,NA,1.02959868968757,NA,NA,NA,1,0.659168611542426
"Jaboticabal","Taquaral","3524303","3553658",1,NA,NA,55,-1.40227979035003,NA,NA,-0.301525438431651,2,0.309395165403339
"São Luiz do Paraitinga","Ubatuba","3550001","3555406",5,NA,NA,63,0.730359543590107,NA,NA,-0.174201845680771,2,0.51946013301772
"Pontes Gestal","Cardoso","3540309","3510708",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Mira Estrela","Cardoso","3530003","3510708",1,NA,NA,14,-1.40227979035003,NA,NA,-1.55758631744739,2,0.192643521048508
"Riolândia","Cardoso","3544202","3510708",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Águas de Santa Bárbara","Óleo","3500550","3533809",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Manduri","Óleo","3528601","3533809",5,NA,NA,49,0.730359543590107,NA,NA,-0.409585536446174,2,0.497581071731531
"São Luiz do Paraitinga","Taubaté","3550001","3554102",3,7372,NA,141,-0.0567341809303825,-0.483909305311962,NA,0.585692648244925,3,0.470556492317936
"Caçapava","Taubaté","3508504","3554102",9,NA,NA,460,1.72198036311379,NA,NA,1.7085190161338,2,0.786631990162763
"Pindamonhangaba","Taubaté","3538006","3554102",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Tremembé","Taubaté","3554805","3554102",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Nova Campina","Ribeirão Branco","3532827","3543006",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Apiaí","Ribeirão Branco","3502705","3543006",8,NA,NA,14,1.5174532681106,NA,NA,-1.55758631744739,2,0.464034535088812
"Itapeva","Ribeirão Branco","3522406","3543006",5,NA,NA,121,0.730359543590107,NA,NA,0.440944012140375,2,0.57663832526821
"Mirassol","Neves Paulista","3530300","3532504",5,NA,NA,135,0.730359543590107,NA,NA,0.544527526540597,2,0.586266477721899
"José Bonifácio","Neves Paulista","3525706","3532504",1,NA,NA,21,-1.40227979035003,NA,NA,-1.1923991611199,2,0.226587895649132
"Monte Aprazível","Neves Paulista","3531407","3532504",5,NA,NA,24,0.730359543590107,NA,NA,-1.07050869166405,2,0.43614785105489
"Nipoã","Neves Paulista","3532702","3532504",1,NA,NA,14,-1.40227979035003,NA,NA,-1.55758631744739,2,0.192643521048508
"Cerquilho","Boituva","3511508","3507001",3,NA,NA,83,-0.0567341809303825,NA,NA,0.0850898232291118,2,0.470400601815151
"Tietê","Boituva","3554508","3507001",4,NA,NA,83,0.37643475369414,NA,NA,0.0850898232291118,2,0.510663925230234
"Porto Feliz","Boituva","3540606","3507001",9,NA,NA,174,1.72198036311379,NA,NA,0.78493718123869,2,0.700784480920414
"Iperó","Boituva","3521002","3507001",3,NA,NA,367,-0.0567341809303825,NA,NA,1.49367868470422,2,0.601329817543919
"Tatuí","Boituva","3554003","3507001",6,NA,NA,168,1.02959868968757,NA,NA,0.751671811426685,2,0.633335134368302
"São Sebastião da Grama","Itobi","3550803","3523800",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Casa Branca","Itobi","3510807","3523800",4,NA,NA,155,0.37643475369414,NA,NA,0.675350244533721,2,0.565529000590983
"Paranapuã","Populina","3535903","3540408",1,NA,NA,27,-1.40227979035003,NA,NA,-0.962448593649524,2,0.247961944726698
"Ouroeste","Populina","3534757","3540408",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Turmalina","Populina","3555307","3540408",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Mesópolis","Populina","3529658","3540408",1,NA,NA,27,-1.40227979035003,NA,NA,-0.962448593649524,2,0.247961944726698
"Teodoro Sampaio","Euclides da Cunha Paulista","3554300","3515350",5,NA,NA,35,0.730359543590107,NA,NA,-0.722817632794988,2,0.468465952453163
"Rosana","Euclides da Cunha Paulista","3544251","3515350",4,NA,NA,55,0.37643475369414,NA,NA,-0.301525438431651,2,0.474727794835871
"Cotia","Itapevi","3513009","3522505",2,NA,13111.3290526545,NA,-0.615186065829541,NA,-0.13993092321583,NA,2,0.397576330679418
"São Roque","Itapevi","3550605","3522505",2,8700,NA,536,-0.615186065829541,-0.271067784136496,NA,1.85402477646942,3,0.527734869092092
"Santana de Parnaíba","Itapevi","3547304","3522505",3,NA,1772.3778775016,NA,-0.0567341809303825,NA,-1.20781870662271,NA,2,0.350223945267364
"Santa Ernestina","Dobrada","3546504","3514007",5,NA,NA,232,0.730359543590107,NA,NA,1.05788194295758,2,0.633983091824603
"Matão","Dobrada","3529302","3514007",5,NA,NA,232,0.730359543590107,NA,NA,1.05788194295758,2,0.633983091824603
"Taquaritinga","Dobrada","3553708","3514007",1,NA,NA,114,-1.40227979035003,NA,NA,0.384602106494706,2,0.373171149868413
"Itu","Salto","3523909","3545209",10,NA,NA,1225,1.90699762577524,NA,NA,2.64116111257582,2,0.890519126673334
"Avanhandava","Penápolis","3504404","3537305",9,NA,NA,114,1.72198036311379,NA,NA,0.384602106494706,2,0.663573085318395
"Alto Alegre","Penápolis","3501103","3537305",6,NA,NA,42,1.02959868968757,NA,NA,-0.55339675426276,2,0.512028194883457
"Zacarias","Penápolis","3557154","3537305",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Quintana","Lutécia","3542008","3527900",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Borá","Lutécia","3507209","3527900",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Oscar Bressane","Lutécia","3534500","3527900",4,NA,NA,66,0.37643475369414,NA,NA,-0.130521969397625,2,0.490622674243108
"Echaporã","Lutécia","3514700","3527900",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Paraguaçu Paulista","Lutécia","3535507","3527900",4,NA,NA,68,0.37643475369414,NA,NA,-0.102475519288637,2,0.493229609323441
"Osvaldo Cruz","Parapuã","3534609","3536000",5,NA,NA,317,0.730359543590107,NA,NA,1.3544360547754,2,0.661547982008945
"Martinópolis","Parapuã","3529203","3536000",2,NA,NA,18,-0.615186065829541,NA,NA,-1.33218712166606,2,0.286755371292178
"Sagres","Parapuã","3544707","3536000",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Iacri","Parapuã","3519204","3536000",4,NA,NA,151,0.37643475369414,NA,NA,0.650582343987558,2,0.563226808743207
"Rinópolis","Parapuã","3543808","3536000",4,NA,NA,136,0.37643475369414,NA,NA,0.551512983119954,2,0.554018249683921
"Santana de Parnaíba","Pirapora do Bom Jesus","3547304","3539103",2,NA,3148.8951972515,804,-0.615186065829541,NA,-0.901179226215284,2.24004797939744,3,0.51260943275663
"Valinhos","Vinhedo","3556206","3556701",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Itatiba","Vinhedo","3523404","3556701",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Louveira","Vinhedo","3527306","3556701",4,NA,NA,570,0.37643475369414,NA,NA,1.91256185295672,2,0.680528593454237
"Altair","Guaraci","3500907","3517901",8,NA,NA,24,1.5174532681106,NA,NA,-1.07050869166405,2,0.509308705066317
"Olímpia","Guaraci","3533908","3517901",7,NA,NA,52,1.28881142848927,NA,NA,-0.354025517321105,2,0.554653862267324
"Icém","Guaraci","3519808","3517901",1,NA,NA,24,-1.40227979035003,NA,NA,-1.07050869166405,2,0.237917691026012
"Barretos","Guaraci","3505500","3517901",1,NA,NA,24,-1.40227979035003,NA,NA,-1.07050869166405,2,0.237917691026012
