"munA","munB","cdA","cdB","tipo","n_fontes","vias","vdm","od","ibge","prox","peso"
"São João de Iracema","Meridiano","3549250","3529609","proximidade",1,NA,NA,NA,NA,0.0446802714083478,0.312580961258164
"São João de Iracema","Floreal","3549250","3515905","proximidade",1,NA,NA,NA,NA,0.0373388568455987,0.262385930716405
"São João de Iracema","Pontalinda","3549250","3540259","proximidade",1,NA,NA,NA,NA,0.051771078754894,0.360728760667044
"Sumaré","Capivari","3552403","3510401","proximidade",1,NA,NA,NA,NA,0.037178119965007,0.261282963935617
"Sumaré","Cosmópolis","3552403","3512803","proximidade",1,NA,NA,NA,NA,0.0444568638724553,0.311058680491271
"Sumaré","Americana","3552403","3501608","proximidade",2,NA,NA,NA,555,0.0745666851330527,0.479141606741939
"Apiaí","Itapirapuã Paulista","3502705","3522653","proximidade",1,NA,NA,NA,NA,0.0225730842707435,0.160343957627053
"Apiaí","Barra do Turvo","3502705","3505401","proximidade",1,NA,NA,NA,NA,0.0153378154085964,0.109803962479997
"Ubirajara","Lupércio","3555505","3527801","proximidade",2,NA,NA,NA,23,0.0492743977982822,0.260392384595602
"Ubirajara","Ocauçu","3555505","3533700","proximidade",1,NA,NA,NA,NA,0.0328489090830122,0.231511701743666
"Ubirajara","Espírito Santo do Turvo","3555505","3515194","proximidade",1,NA,NA,NA,NA,0.0359496791001678,0.252847827339497
"Ubirajara","Fernão","3555505","3515657","proximidade",1,NA,NA,NA,NA,0.0424428252447514,0.297320467495694
"Casa Branca","Porto Ferreira","3510807","3540705","proximidade",2,NA,NA,NA,89,0.026721229775915,0.239415678581163
"Casa Branca","São João da Boa Vista","3510807","3549102","proximidade",2,NA,NA,NA,102,0.0281782634929872,0.250214462246902
"Igaraçu do Tietê","Botucatu","3520004","3507506","proximidade",2,NA,NA,NA,56,0.0268043322667035,0.22023071892949
"Igaraçu do Tietê","Dois Córregos","3520004","3514106","proximidade",1,NA,NA,NA,NA,0.0344384101654768,0.242456908303258
"Igaraçu do Tietê","Areiópolis","3520004","3503604","proximidade",1,NA,NA,NA,NA,0.0779138043194892,0.535480384575933
"Igaraçu do Tietê","Mineiros do Tietê","3520004","3529807","proximidade",1,NA,NA,NA,NA,0.0589588168191471,0.409204578935063
"Igaraçu do Tietê","Lençóis Paulista","3520004","3526803","proximidade",1,NA,NA,NA,NA,0.0335782147110968,0.236535745098673
"Igaraçu do Tietê","Jaú","3520004","3525300","proximidade",2,NA,NA,NA,269,0.0366200236012954,0.320399529971128
"Igaraçu do Tietê","Pratânia","3520004","3541059","proximidade",1,NA,NA,NA,NA,0.0301433891779475,0.212842864695326
"Pradópolis","Sertãozinho","3540903","3551702","proximidade",2,NA,NA,NA,26,0.0387261341968092,0.229456459539159
"Pradópolis","Rincão","3540903","3543709","proximidade",1,NA,NA,NA,NA,0.0354546411187813,0.249445802025504
"Pradópolis","Dumont","3540903","3514601","proximidade",2,NA,NA,NA,91,0.0648060012426925,0.3699720236329
"Fartura","Tejupá","3515400","3554201","proximidade",1,NA,NA,NA,NA,0.0445066773040974,0.311398133365429
"Fartura","Taquarituba","3515400","3553807","proximidade",2,NA,NA,NA,58,0.0302412086212507,0.233592952767254
"Fartura","Timburi","3515400","3554607","proximidade",1,NA,NA,NA,NA,0.0425635877378686,0.298144963518216
"Fartura","Riversul","3515400","3543501","proximidade",1,NA,NA,NA,NA,0.0195216630134168,0.139072831070915
"Fartura","Barão de Antonina","3515400","3505005","proximidade",1,NA,NA,NA,NA,0.0453436752159968,0.31709942291722
"Botucatu","Areiópolis","3507506","3503604","proximidade",2,NA,NA,NA,187,0.0313108750711456,0.286693642007864
"Tejupá","Sarutaiá","3554201","3551207","proximidade",1,NA,NA,NA,NA,0.0492988323556397,0.343978740309071
"Tejupá","Cerqueira César","3554201","3511409","proximidade",1,NA,NA,NA,NA,0.0281019246236969,0.198723708588568
"Tejupá","Timburi","3554201","3554607","proximidade",1,NA,NA,NA,NA,0.0284465628044985,0.201109257519693
"Tejupá","Barão de Antonina","3554201","3505005","proximidade",1,NA,NA,NA,NA,0.026259188175924,0.185954897966799
"Tejupá","Itaí","3554201","3521804","proximidade",1,NA,NA,NA,NA,0.0338577245640952,0.23846029400603
"Bananal","Queluz","3504909","3541901","proximidade",2,NA,NA,NA,1,0.0189250465308493,0.05
"Bananal","Cachoeira Paulista","3504909","3508603","proximidade",2,NA,NA,NA,42,0.0147962625354929,0.16635049167742
"Bananal","Lavrinhas","3504909","3526605","proximidade",1,NA,NA,NA,NA,0.0162133673152129,0.115939011621286
"Bananal","Areias","3504909","3503505","proximidade",2,NA,NA,NA,43,0.0253876338441801,0.204281134692951
"Bananal","São José do Barreiro","3504909","3549607","proximidade",2,NA,NA,NA,43,0.0384510612162807,0.249333861098909
"Bananal","Cunha","3504909","3513603","proximidade",1,NA,NA,NA,NA,0.0139621798437958,0.100154100615259
"Bananal","Silveiras","3504909","3552007","proximidade",2,NA,NA,NA,42,0.0192295443604275,0.181863765663281
"Cajobi","Paraíso","3509304","3535705","proximidade",1,NA,NA,NA,NA,0.0557660400154028,0.387712476166026
"Cajobi","Colina","3509304","3512001","proximidade",1,NA,NA,NA,NA,0.0337355965210192,0.237619452449946
"Cajobi","Tabapuã","3509304","3552601","proximidade",1,NA,NA,NA,NA,0.0479889276558559,0.335087842394843
"Cajobi","Novais","3509304","3533254","proximidade",2,NA,NA,NA,40,0.0658819469730631,0.339109520213157
"Dois Córregos","Barra Bonita","3514106","3505302","proximidade",2,NA,NA,NA,28,0.044017639920846,0.250586295522946
"Dois Córregos","Dourado","3514106","3514304","proximidade",1,NA,NA,NA,NA,0.0323787026214138,0.228270660432363
"Pereira Barreto","Marinópolis","3537404","3529104","proximidade",2,NA,NA,NA,37,0.0276417880349152,0.205845867456043
"Pardinho","Guareí","3536109","3518503","proximidade",1,NA,NA,NA,NA,0.0284586464231624,0.201192884539918
"Pardinho","Angatuba","3536109","3502200","proximidade",1,NA,NA,NA,NA,0.0266191288439385,0.188450823387474
"Pardinho","Torre de Pedra","3536109","3554656","proximidade",1,NA,NA,NA,NA,0.0393918952554606,0.27645874353649
"Pardinho","Porangaba","3536109","3540507","proximidade",1,NA,NA,NA,NA,0.0330884574472052,0.233162294556887
"Leme","Aguaí","3526704","3500303","proximidade",1,NA,NA,NA,NA,0.0298231466896583,0.21062985824947
"Leme","Porto Ferreira","3526704","3540705","proximidade",2,NA,NA,NA,502,0.0261654487364645,0.310850811750929
"Leme","Conchal","3526704","3512209","proximidade",1,NA,NA,NA,NA,0.0335760505983576,0.236520842195396
"Leme","Santa Cruz das Palmeiras","3526704","3546306","proximidade",2,NA,NA,NA,128,0.0276077025102281,0.257835037331342
"Garça","Marília","3516705","3529005","proximidade",2,NA,NA,NA,294,0.0323536526313642,0.309497800699478
"Garça","Júlio Mesquita","3516705","3525805","proximidade",1,NA,NA,NA,NA,0.0326854282104243,0.230385027365446
"Garça","Fernão","3516705","3515657","proximidade",2,NA,NA,NA,28,0.0468721723857613,0.260303425308936
"Altinópolis","Santa Cruz da Esperança","3501004","3546256","proximidade",1,NA,NA,NA,NA,0.0345051034548664,0.242915786468759
"Altinópolis","Cássia dos Coqueiros","3501004","3510906","proximidade",1,NA,NA,NA,NA,0.0270119366931997,0.19117366028128
"Altinópolis","Itirapuã","3501004","3523701","proximidade",1,NA,NA,NA,NA,0.0218059043486545,0.155002008729866
"São Caetano do Sul","Diadema","3548807","3513801","proximidade+salto_od",2,NA,NA,7639.3857428374,NA,0.109523655863371,0.523673268144981
"São Caetano do Sul","Taboão da Serra","3548807","3552809","proximidade",1,NA,NA,NA,NA,0.0444660108522056,0.311121013659448
"São Caetano do Sul","Mauá","3548807","3529401","proximidade+salto_od",2,NA,NA,30297.9913897753,NA,0.0769935776656523,0.451503800934977
"São Simão","Santa Cruz da Esperança","3550902","3546256","proximidade",1,NA,NA,NA,NA,0.0406247705144453,0.284896291656736
"São Simão","Serrana","3550902","3551504","proximidade",1,NA,NA,NA,NA,0.0363900285453779,0.255872653362701
"Areiópolis","Mineiros do Tietê","3503604","3529807","proximidade",1,NA,NA,NA,NA,0.034083254382801,0.240012787261887
"Areiópolis","Barra Bonita","3503604","3505302","proximidade",1,NA,NA,NA,NA,0.0490184500446866,0.342076596513438
"Areiópolis","Pratânia","3503604","3541059","proximidade",1,NA,NA,NA,NA,0.0471773356558573,0.329573633989259
"Anhembi","Águas de São Pedro","3502309","3500600","proximidade",1,NA,NA,NA,NA,0.0263434275247609,0.186539114727686
"Anhembi","São Pedro","3502309","3550407","proximidade",1,NA,NA,NA,NA,0.0269224484062796,0.190553443492145
"Anhembi","Torrinha","3502309","3554706","proximidade",1,NA,NA,NA,NA,0.0253746581172436,0.17981760779998
"Anhembi","Laranjal Paulista","3502309","3526407","proximidade",1,NA,NA,NA,NA,0.0253221665489058,0.179453229941524
"Ribeirão Corrente","Restinga","3543105","3542701","proximidade",1,NA,NA,NA,NA,0.0431618036916976,0.302227826108353
"Ribeirão Corrente","Igarapava","3543105","3520103","proximidade",1,NA,NA,NA,NA,0.0226395400902092,0.160806507368078
"Ribeirão Corrente","Jeriquara","3543105","3525409","proximidade",1,NA,NA,NA,NA,0.0829851704331388,0.568888746928499
"Ribeirão Corrente","Itirapuã","3543105","3523701","proximidade",1,NA,NA,NA,NA,0.0208095143819433,0.14805805747665
"Ribeirão Corrente","Pedregulho","3543105","3537008","proximidade",1,NA,NA,NA,NA,0.0329136360436761,0.231957736503646
"Ribeirão Corrente","Rifaina","3543105","3543600","proximidade",1,NA,NA,NA,NA,0.0221425012252283,0.1573462593837
"Ribeirão Corrente","Nuporanga","3543105","3533601","proximidade",1,NA,NA,NA,NA,0.0306049032732573,0.216030905836703
"Ribeirão Corrente","Guará","3543105","3517703","proximidade",1,NA,NA,NA,NA,0.0467095698865834,0.326393546174767
"Ribeirão Corrente","Patrocínio Paulista","3543105","3536307","proximidade",1,NA,NA,NA,NA,0.0244247868668788,0.173221051214879
"Olímpia","Colômbia","3533908","3512100","proximidade",1,NA,NA,NA,NA,0.0183176110193601,0.130661993363226
"Olímpia","Onda Verde","3533908","3534005","proximidade",1,NA,NA,NA,NA,0.0320420499148729,0.225949272153944
"Olímpia","Novais","3533908","3533254","proximidade",1,NA,NA,NA,NA,0.0315264476109248,0.222392468772933
"Nhandeara","Magda","3532603","3528304","proximidade",2,NA,NA,NA,84,0.0477167900461025,0.309019177743637
"Nhandeara","Poloni","3532603","3539905","proximidade",2,NA,NA,NA,7,0.0395505946681319,0.180421418571777
"Paraíso","Vista Alegre do Alto","3535705","3556909","proximidade",1,NA,NA,NA,NA,0.0472959706765298,0.330379943848372
"Paraíso","Ariranha","3535705","3503703","proximidade",1,NA,NA,NA,NA,0.054136920878454,0.376721042604251
"Paraíso","Novais","3535705","3533254","proximidade",1,NA,NA,NA,NA,0.0612237559590272,0.424411711460502
"Itu","Alumínio","3523909","3501152","proximidade",1,NA,NA,NA,NA,0.0399623883724614,0.280364326050389
"Itu","Indaiatuba","3523909","3520509","proximidade",2,NA,NA,NA,97,0.0420024282301226,0.29562332632967
"Itapira","Estiva Gerbi","3522604","3557303","proximidade",1,NA,NA,NA,NA,0.0357873240875683,0.251732262112003
"Itapira","Águas de Lindóia","3522604","3500501","proximidade",2,NA,NA,NA,84,0.0556365468768183,0.335819224901204
"Itapira","Serra Negra","3522604","3551603","proximidade",1,NA,NA,NA,NA,0.0513634991669985,0.357970030292094
"Itapira","Santo Antônio do Jardim","3522604","3548104","proximidade",1,NA,NA,NA,NA,0.0288806596864967,0.204112892747883
"José Bonifácio","Zacarias","3525706","3557154","proximidade",2,NA,NA,NA,66,0.0351773514790543,0.25602435733841
"José Bonifácio","Adolfo","3525706","3500204","proximidade",2,NA,NA,NA,14,0.0388799857983365,0.204924406212064
"José Bonifácio","União Paulista","3525706","3555703","proximidade",1,NA,NA,NA,NA,0.0403557537714556,0.283056048606833
"Osasco","Caieiras","3534401","3509007","proximidade+salto_od",2,NA,NA,1697.0632512772,NA,0.0571060973783215,0.314619243600821
"Osasco","Santana de Parnaíba","3534401","3547304","proximidade+salto_od",2,NA,NA,5675.3851597068,NA,0.063640769529188,0.366099021448071
"Osasco","Itapevi","3534401","3522505","proximidade+salto_od",2,NA,NA,14078.775982212,NA,0.0543984444253957,0.357282336621465
"Osasco","Taboão da Serra","3534401","3552809","proximidade+salto_od",2,NA,NA,6537.3891317649,NA,0.0983234466192967,0.483752396386434
"Osasco","Embu das Artes","3534401","3515004","proximidade+salto_od",2,NA,NA,5167.0597883806,NA,0.0667073323039769,0.374047534732216
"Osasco","Jandira","3534401","3525003","proximidade+salto_od",2,NA,NA,17416.3484930886,NA,0.0876719584698705,0.473059890810932
"Pirapozinho","Presidente Bernardes","3539202","3541208","proximidade",1,NA,NA,NA,NA,0.0241511675918688,0.171319716801757
"Pirapozinho","Euclides da Cunha Paulista","3539202","3515350","proximidade",2,NA,NA,NA,35,0.00995759177946158,0.141766021167318
"Pirapozinho","Nantes","3539202","3532157","proximidade",1,NA,NA,NA,NA,0.0221090948853142,0.157113633283853
"Pirapozinho","Taciba","3539202","3552908","proximidade",1,NA,NA,NA,NA,0.0346946495054909,0.244219782328163
"Pirapozinho","Mirante do Paranapanema","3539202","3530201","proximidade",2,NA,NA,NA,59,0.0239470485837336,0.212500639894852
"Buri","Angatuba","3508009","3502200","proximidade",2,NA,NA,NA,28,0.0270992513928593,0.192443228453949
"Buri","Guapiara","3508009","3517604","proximidade",1,NA,NA,NA,NA,0.0195658676925797,0.139381431313514
"Viradouro","Jaborandi","3556800","3524204","proximidade",2,NA,NA,NA,40,0.0354155884633096,0.235905331242037
"Viradouro","Taquaral","3556800","3553658","proximidade",1,NA,NA,NA,NA,0.0444161080862792,0.310780938762952
"Viradouro","Colina","3556800","3512001","proximidade",2,NA,NA,NA,40,0.0304260747693796,0.21871453768411
"Viradouro","Pontal","3556800","3540200","proximidade",1,NA,NA,NA,NA,0.0358911615412852,0.252445764717681
"Mineiros do Tietê","São Manuel","3529807","3550100","proximidade",1,NA,NA,NA,NA,0.0374950338815295,0.263457444428045
"Mineiros do Tietê","Santa Maria da Serra","3529807","3547007","proximidade",1,NA,NA,NA,NA,0.0324151852015912,0.22852218055078
"Mineiros do Tietê","Torrinha","3529807","3554706","proximidade",2,NA,NA,NA,43,0.0360065913957968,0.24094671514701
"Jacareí","Caçapava","3524402","3508504","proximidade",1,NA,NA,NA,NA,0.0280422663814398,0.198310679370145
"Jacareí","Paraibuna","3524402","3535606","proximidade",2,NA,NA,NA,14,0.0245116890980158,0.155360614107595
"Jacareí","Biritiba Mirim","3524402","3506607","proximidade",1,NA,NA,NA,NA,0.0276611632321294,0.195671639379562
"Jacareí","Salesópolis","3524402","3545001","proximidade",2,NA,NA,NA,42,0.0288856219544319,0.215420793234417
"Boa Esperança do Sul","Bariri","3506706","3505203","proximidade",1,NA,NA,NA,NA,0.0331526799684398,0.233604750707353
"Boa Esperança do Sul","Dourado","3506706","3514304","proximidade",2,NA,NA,NA,56,0.0412046808058937,0.26979416442479
"Icém","Colômbia","3519808","3512100","proximidade",1,NA,NA,NA,NA,0.0200983929063141,0.143098027596304
"Icém","Ipiguá","3519808","3521150","proximidade",1,NA,NA,NA,NA,0.0259033414739757,0.183486500540211
"Icém","Mirassolândia","3519808","3530409","proximidade",1,NA,NA,NA,NA,0.024742882446266,0.175430805736066
"Icém","Onda Verde","3519808","3534005","proximidade",2,NA,NA,NA,76,0.0351909430475827,0.262001883833531
"Icém","Paulo de Faria","3519808","3536604","proximidade",2,NA,NA,NA,38,0.0225837301153546,0.189393587463237
"Icém","Palestina","3519808","3535002","proximidade",1,NA,NA,NA,NA,0.0302238328388749,0.213398655150236
"Amparo","Lindóia","3501905","3527009","proximidade",2,NA,NA,NA,259,0.0394906883815919,0.328632155095765
"Amparo","Águas de Lindóia","3501905","3500501","proximidade",2,NA,NA,NA,211,0.0313241104440232,0.291861430253123
"Amparo","Socorro","3501905","3552106","proximidade",2,NA,NA,NA,43,0.0335222240900565,0.232402376957611
"Cedral","Tabapuã","3511300","3552601","proximidade",1,NA,NA,NA,NA,0.0406967864602182,0.285388845118244
"Presidente Prudente","Presidente Bernardes","3541406","3541208","proximidade",2,NA,NA,NA,306,0.0318068307085747,0.309312139041788
"Presidente Prudente","Emilianópolis","3541406","3515129","proximidade",2,NA,NA,NA,52,0.0396261088934516,0.26129261250128
"Itapirapuã Paulista","Ribeirão Branco","3522653","3543006","proximidade",1,NA,NA,NA,NA,0.0175516768850985,0.125306426530687
"Itapirapuã Paulista","Itaoca","3522653","3522158","proximidade",1,NA,NA,NA,NA,0.0254301399656351,0.180202722845385
"Itapirapuã Paulista","Bom Sucesso de Itararé","3522653","3507159","proximidade",1,NA,NA,NA,NA,0.0348456716691594,0.245258579325692
"Itapirapuã Paulista","Itararé","3522653","3523206","proximidade",1,NA,NA,NA,NA,0.018236728808092,0.130096638798673
"Cândido Mota","Cruzália","3510005","3513306","proximidade",1,NA,NA,NA,NA,0.0272777315052643,0.193015486748446
"Cândido Mota","Pedrinhas Paulista","3510005","3537156","proximidade",1,NA,NA,NA,NA,0.0254785368944855,0.180538642465123
"Cândido Mota","Ibirarema","3510005","3519501","proximidade",2,NA,NA,NA,142,0.0281618475212814,0.264146206893837
"Taquarituba","Paranapanema","3553807","3535804","proximidade",2,NA,NA,NA,2,0.0216959474879198,0.0769510062968518
"Taquarituba","Itaberá","3553807","3521705","proximidade",2,NA,NA,NA,28,0.0256414439066411,0.187388474154079
"Taquarituba","Riversul","3553807","3543501","proximidade",1,NA,NA,NA,NA,0.0241804817284612,0.171523440110399
"Taquarituba","Barão de Antonina","3553807","3505005","proximidade",1,NA,NA,NA,NA,0.0285641153606576,0.20192276101011
"Águas de São Pedro","Ipeúna","3500600","3521101","proximidade",2,NA,NA,NA,14,0.0393303070972019,0.206466699246344
"Águas de São Pedro","Santa Maria da Serra","3500600","3547007","proximidade",2,NA,NA,NA,6,0.0346299488811156,0.15784321289073
"Águas de São Pedro","Charqueada","3500600","3511706","proximidade",2,NA,NA,NA,28,0.0650585458095325,0.32159645175051
"Águas de São Pedro","Torrinha","3500600","3554706","proximidade",2,NA,NA,NA,7,0.0291978889397797,0.144802256742857
"Águas de São Pedro","Itirapina","3500600","3523602","proximidade",1,NA,NA,NA,NA,0.0294360647921523,0.207954045379592
"Mombuca","Santa Bárbara d'Oeste","3530904","3545803","proximidade",1,NA,NA,NA,NA,0.0420071748570497,0.294345306182085
"Mombuca","Elias Fausto","3530904","3514908","proximidade",1,NA,NA,NA,NA,0.0361843159209501,0.254459742651518
"Mombuca","Laranjal Paulista","3530904","3526407","proximidade",1,NA,NA,NA,NA,0.0355553322463004,0.250137908485964
"Mombuca","Jumirim","3530904","3525854","proximidade",1,NA,NA,NA,NA,0.0387304125796852,0.271927563962336
"Barra do Turvo","Pariquera-Açu","3505401","3536208","proximidade",2,NA,NA,NA,12,0.0159035909186377,0.119231880398171
"Barra do Turvo","Cananéia","3505401","3509908","proximidade",1,NA,NA,NA,NA,0.0223798462606089,0.158998800146917
"Barra do Turvo","Eldorado","3505401","3514809","proximidade",1,NA,NA,NA,NA,0.0208962120874369,0.148662532479946
"Barra do Turvo","Itaoca","3505401","3522158","proximidade",1,NA,NA,NA,NA,0.0194500370891718,0.138572770133892
"Pongaí","Iacanga","3540101","3519105","proximidade",2,NA,NA,NA,7,0.0266143304195058,0.135857490772672
"Pongaí","Balbinos","3540101","3504701","proximidade",1,NA,NA,NA,NA,0.0549482692508517,0.382197215580117
"Pongaí","Reginópolis","3540101","3542503","proximidade",2,NA,NA,NA,2,0.0398522623436767,0.139638272793464
"Pongaí","Lins","3540101","3527108","proximidade",2,NA,NA,NA,14,0.0287625897642768,0.170096237170912
"Pongaí","Guarantã","3540101","3518107","proximidade",2,NA,NA,NA,35,0.0317590399557589,0.217770690983233
"Pongaí","Pirajuí","3540101","3538907","proximidade",2,NA,NA,NA,14,0.0386645940145996,0.204186480443585
"Ipaussu","Piraju","3520905","3538808","proximidade",2,NA,NA,NA,84,0.0353570904932171,0.266787121202753
"Ipaussu","Sarutaiá","3520905","3551207","proximidade",1,NA,NA,NA,NA,0.0400257539183062,0.280797992885453
"Ipaussu","Manduri","3520905","3528601","proximidade",1,NA,NA,NA,NA,0.0319124805079084,0.225055624673371
"Ipaussu","Óleo","3520905","3533809","proximidade",1,NA,NA,NA,NA,0.0381268009677846,0.267790284589447
"Ipaussu","Timburi","3520905","3554607","proximidade",1,NA,NA,NA,NA,0.0689387088804589,0.475968557347219
"Ipaussu","Canitar","3520905","3510153","proximidade",2,NA,NA,NA,203,0.051102781179558,0.357825791353707
"Lorena","Cruzeiro","3527207","3513405","proximidade",2,NA,NA,NA,214,0.03648610138668,0.310228614198263
"Lorena","Potim","3527207","3540754","proximidade",1,NA,NA,NA,NA,0.0396982424652166,0.278556255772721
"Lorena","Roseira","3527207","3544301","proximidade",2,NA,NA,NA,259,0.0341884105021939,0.310432809423655
